Date/Time,LV ActivePower (kW),Wind Speed (m/s),Wind Direction (°),Theoretical_Power_Curve (KWh),
15 10 2018 12:10,1394.45105,7.840434074,45.20790863,1439.986977,
15 10 2018 12:20,1015.328003,7.124090195,43.39400101,1072.841948,
15 10 2018 12:30,923.3839722,6.878479958,50.77021027,962.2099606,
15 10 2018 12:40,927.7927246,6.911183834,52.19416046,976.5029374,
15 10 2018 12:50,991.4365845,6.897418976,45.57242966,970.471122,
15 10 2018 13:00,852.9047852,6.721103191,48.2695694,895.2321011,
15 10 2018 13:10,1009.559998,6.947920799,46.05149841,992.7158709,
15 10 2018 13:20,1309.281982,7.585711956,43.41812134,1302.43394,
15 10 2018 13:30,1279.105957,7.711455822,50.95761108,1369.344614,
15 10 2018 13:40,1362.660034,7.724783897,45.96020889,1376.552456,
15 10 2018 13:50,1431.807983,7.921883106,46.8028717,1485.584668,
15 10 2018 14:00,1638.712036,8.347564697,44.22723007,1734.867039,
15 10 2018 14:10,1664.612061,8.442170143,43.89939117,1792.454654,
15 10 2018 14:20,1831.150024,8.663718224,42.36170959,1929.870357,
15 10 2018 14:30,1933.073975,8.946434975,41.65893173,2109.518601,
15 10 2018 14:40,1937.447021,8.89436245,43.43619156,2076.12618,
15 10 2018 14:50,1444.511963,7.947103977,42.59661102,1499.852328,
15 10 2018 15:00,2074.646973,9.131280899,44.6803894,2228.943261,
15 10 2018 15:10,1746.906982,8.594938278,44.84186935,1886.853672,
15 10 2018 15:20,1491.706055,8.027050018,44.94124985,1545.525007,
15 10 2018 15:30,1691.957031,8.524348259,43.29375076,1843.029406,
15 10 2018 15:40,1316.401001,7.671156883,43.19441986,1347.683845,
15 10 2018 15:50,901.0994263,6.826393127,42.51274109,939.7147159,
15 10 2018 16:00,845.7783203,6.681428909,44.39400101,878.8079364,
15 10 2018 16:10,680.3134155,6.175993919,46.70964813,684.987263,
15 10 2018 16:20,998.3886108,7.068026066,52.15890884,1046.907839,
15 10 2018 16:30,1248.386963,7.660427094,51.75997162,1341.950619,
15 10 2018 16:40,853.053772,6.799592018,51.41564178,928.2671368,
15 10 2018 16:50,751.0217896,6.448422909,52.22594833,785.963113,
15 10 2018 17:00,635.1444702,6.156700134,50.69873047,678.1390929,
15 10 2018 17:10,842.1834106,6.740684986,52.67591095,903.406007,
15 10 2018 17:20,855.5501709,6.7446208,54.34780121,905.0543259,
15 10 2018 17:30,888.74823,6.915710926,57.99195099,978.4918265,
15 10 2018 17:40,771.6508179,6.684258938,58.58483124,879.9734587,
15 10 2018 17:50,603.9356079,6.255390167,57.09674835,713.5881044,
15 10 2018 18:00,618.3585815,6.238965988,57.43350983,707.6161413,
15 10 2018 18:10,660.5006714,6.438092232,58.68624878,781.9868967,
15 10 2018 18:20,876.3983154,6.951982021,59.99081039,994.5184891,
15 10 2018 18:30,924.5205078,7.153831005,60.75880814,1086.768374,
15 10 2018 18:40,818.5535889,6.76488018,61.65171051,913.5677543,
15 10 2018 18:50,590.7874756,6.171702862,61.73786926,683.460743,
15 10 2018 19:00,549.1456299,6.084465981,59.13677979,652.8536193,
15 10 2018 19:10,630.3712158,6.300343037,59.28969955,730.0818081,
15 10 2018 19:20,636.6348877,6.33026886,59.69997025,741.1828364,
15 10 2018 19:30,689.2072754,6.466874123,62.66817093,793.0941062,
15 10 2018 19:40,663.6011963,6.409690857,62.45991898,771.1157442,
15 10 2018 19:50,538.222229,6.000851154,63.875,624.2806146,
15 10 2018 20:00,426.9486084,5.69666481,61.68531036,527.3937935,
15 10 2018 20:10,585.1473999,6.277647972,67.30296326,721.7275253,
15 10 2018 20:20,588.2570801,6.186440945,66.81848145,688.7119757,
15 10 2018 20:30,491.9436035,5.922150135,69.3839035,599.0380641,
15 10 2018 20:40,392.8205872,5.538822174,64.14788055,480.2374327,
15 10 2018 20:50,440.4742126,5.699324131,68.85228729,528.2089046,
15 10 2018 21:00,484.9151001,5.890007019,69.2158432,588.5057964,
15 10 2018 21:10,441.041687,5.807504177,72.84417725,561.9638556,
15 10 2018 21:20,284.6882019,5.109231949,70.94468689,363.2946257,
15 10 2018 21:30,257.504303,4.99194622,70.15892792,334.0235158,
15 10 2018 21:40,196.9160004,4.649096012,69.74285126,254.2428612,
15 10 2018 21:50,170.3641968,4.490184784,72.22319031,219.9250357,
15 10 2018 22:00,142.5023956,4.326100826,70.34561157,186.0703138,
15 10 2018 22:10,137.4411011,4.312510967,62.36262894,183.3340352,
15 10 2018 22:20,100.338501,4.036451817,59.82535934,129.7973535,
15 10 2018 22:30,92.79679108,3.85333395,62.05141068,101.5609928,
15 10 2018 22:40,82.77438354,3.937177896,61.84812164,116.2538855,
15 10 2018 22:50,92.32385254,3.960551023,63.34970093,120.5502942,
15 10 2018 23:00,179.642807,4.539463997,66.14053345,230.3999449,
15 10 2018 23:10,204.6490021,4.656672001,73.20883942,255.9187717,
15 10 2018 23:20,145.5646057,4.304474831,73.89787292,181.7206801,
15 10 2018 23:30,67.41583252,3.883234978,72.06461334,106.6718414,
15 10 2018 23:40,50.28319168,3.69333005,75.46579742,76.64308619,
15 10 2018 23:50,22.29174042,3.059721947,76.22527313,18.19643917,
16 10 2018 00:00,156.0332031,4.468867779,70.1687088,215.4389769,
16 10 2018 00:10,62.69498825,3.799530983,73.4213028,92.72497487,
16 10 2018 00:20,35.22972107,3.330521107,75.61888885,35.31621157,
16 10 2018 00:30,45.7820816,3.575903893,81.66236115,60.96214803,
16 10 2018 00:40,43.76705933,3.601896048,80.66307831,64.24298169,
16 10 2018 00:50,116.4672012,4.154656887,77.36451721,152.2604682,
16 10 2018 01:00,84.85852051,4.002196789,72.98683167,123.4079752,
16 10 2018 01:10,162.1134949,4.502129078,75.79219055,222.4504899,
16 10 2018 01:20,102.243103,3.982918024,80.94779968,124.7436041,
16 10 2018 01:30,0.00239999895,2.914932013,88.97579193,0,
16 10 2018 01:40,0,4.515705109,74.72073364,225.3313609,
16 10 2018 01:50,77.00347137,4.709153175,76.47814178,267.6315262,
16 10 2018 02:00,211.429306,4.766255856,67.8826828,280.5845331,
16 10 2018 02:10,286.9414063,5.089968204,61.31523895,358.413274,
16 10 2018 02:20,297.5426941,5.152966022,60.47863007,374.4865289,
16 10 2018 02:30,350.0470886,5.353608131,63.5521698,427.8567727,
16 10 2018 02:40,377.2200928,5.500156879,57.97467041,469.0450303,
16 10 2018 02:50,350.2369995,5.333851814,55.58806992,422.4498273,
16 10 2018 03:00,405.2897034,5.563735008,58.04655075,487.5226543,
16 10 2018 03:10,367.0114136,5.439630032,61.2461586,451.7998834,
16 10 2018 03:20,379.6516113,5.472324848,55.87210083,461.0737699,
16 10 2018 03:30,415.6705017,5.523356915,55.12406921,475.7440959,
16 10 2018 03:40,356.8182983,5.313942909,56.06024933,417.0353481,
16 10 2018 03:50,402.776001,5.625895977,58.11410904,505.9558712,
16 10 2018 04:00,421.2369995,5.659505844,46.89239883,516.0766077,
16 10 2018 04:10,324.8497009,5.18762207,42.92150879,383.4650461,
16 10 2018 04:20,575.9829102,6.150400162,55.96884918,675.9115943,
16 10 2018 04:30,736.5562134,6.633028984,61.89982986,859.0174198,
16 10 2018 04:40,437.1404114,5.621837139,58.62781143,504.7410231,
16 10 2018 04:50,642.253479,6.463703156,57.31966019,791.8659257,
16 10 2018 05:00,667.1826172,6.370875835,55.05831146,756.4012127,
16 10 2018 05:10,561.1605835,6.05949688,58.84561157,644.2428866,
16 10 2018 05:20,655.847229,6.329679966,56.20782852,740.9634508,
16 10 2018 05:30,791.9110718,6.664063931,58.75894165,871.6765373,
16 10 2018 05:40,589.4020996,6.13555479,64.85044098,670.6794596,
16 10 2018 05:50,570.6832275,6.066381931,62.59334946,646.6105835,
16 10 2018 06:00,517.4909058,5.90540123,59.90242004,593.5364502,
16 10 2018 06:10,460.1382141,5.71709919,57.79547882,533.6750527,
16 10 2018 06:20,259.0874023,4.842649937,54.27957153,298.263998,
16 10 2018 06:30,272.9784851,4.975607872,58.89999008,330.0297961,
16 10 2018 06:40,279.2445068,4.92474699,54.85276031,317.7253601,
16 10 2018 06:50,241.4862976,4.752342224,54.34283066,277.4080449,
16 10 2018 07:00,311.6278076,5.180006981,55.96115875,381.4837696,
16 10 2018 07:10,117.7825012,4.011553764,49.08924866,125.1480862,
16 10 2018 07:20,173.7653046,4.323542118,53.31283951,185.5543595,
16 10 2018 07:30,227.2006073,4.604222775,52.97917938,244.3920528,
16 10 2018 07:40,316.667511,5.044540882,55.31037903,347.0176767,
16 10 2018 07:50,330.8858948,5.25744915,58.05385971,401.8560156,
16 10 2018 08:00,208.0140076,4.523146152,49.56827927,226.9150968,
16 10 2018 08:10,421.48349,5.429281235,45.02037048,448.8845606,
16 10 2018 08:20,444.7005005,5.535973072,44.60610962,479.4079712,
16 10 2018 08:30,468.832489,5.657128811,46.41617966,515.3572356,
16 10 2018 08:40,582.9672852,5.955914021,43.21747971,610.2188217,
16 10 2018 08:50,633.7338867,6.042651176,40.47468185,638.4711842,
16 10 2018 09:00,581.5775757,5.921998978,42.24213028,598.9882804,
16 10 2018 09:10,712.034729,6.29840517,41.10897064,729.3662902,
16 10 2018 09:20,869.3972168,6.841843128,44.52748871,946.353039,
16 10 2018 09:30,795.0136719,6.598466873,45.18865967,845.0488744,
16 10 2018 09:40,651.1038208,6.243927002,46.39871979,709.4169498,
16 10 2018 09:50,538.1868896,5.979893208,46.95318985,618.2331441,
16 10 2018 10:00,645.0599976,6.292757034,45.44953918,727.2831424,
16 10 2018 10:10,654.4904785,6.449366093,45.67652893,786.3267236,
16 10 2018 10:20,736.9124146,6.522656918,46.38077927,814.8819507,
16 10 2018 10:30,1155.357056,7.638597965,49.5798111,1330.331474,
16 10 2018 10:40,1188.692017,7.543045044,49.01025009,1280.192617,
16 10 2018 10:50,1266.107056,7.760540962,48.13010025,1395.996233,
16 10 2018 11:00,1314.078003,7.872982025,47.99679947,1458.119371,
16 10 2018 11:10,1410.394043,8.171276093,46.04603958,1629.551566,
16 10 2018 11:20,1379.822998,8.163767815,45.64653015,1625.127806,
16 10 2018 11:30,1503.380005,8.247369766,45.67676926,1674.676061,
16 10 2018 11:40,1296.102051,7.764276981,44.810009,1398.036638,
16 10 2018 11:50,1490.567017,8.396614075,40.02843857,1764.63614,
16 10 2018 12:00,1633.582031,8.663908005,40.46160126,1929.989463,
16 10 2018 12:10,1393.38501,8.126601219,42.13404083,1603.307991,
16 10 2018 12:20,1319.746948,7.925990105,42.8935585,1487.903333,
16 10 2018 12:30,1986.790039,9.168287277,40.50194931,2252.994889,
16 10 2018 12:40,2258.731934,9.680729866,42.09415054,2577.063539,
16 10 2018 12:50,2185.934082,9.552266121,41.64545822,2480.767801,
16 10 2018 13:00,1910.093994,9.173128128,41.38341141,2256.144143,
16 10 2018 13:10,1840.795044,8.930582047,44.02999115,2099.339748,
16 10 2018 13:20,1678.265991,8.661315918,45.00883102,1928.362869,
16 10 2018 13:30,1290.142944,7.771156788,43.59917068,1401.79835,
16 10 2018 13:40,966.7150879,7.039662838,39.37305069,1033.94391,
16 10 2018 13:50,905.6900024,6.89414978,33.49111176,969.041969,
16 10 2018 14:00,1226.567017,7.801516056,40.6125412,1418.464852,
16 10 2018 14:10,1386.55896,8.090419769,42.51987076,1582.19376,
16 10 2018 14:20,1451.45105,8.273424149,39.47583008,1690.245381,
16 10 2018 14:30,1803.098999,8.966013908,44.98286057,2122.104886,
16 10 2018 14:40,2053.300049,9.41534996,42.45738983,2414.437378,
16 10 2018 14:50,2119.61792,9.523889542,40.26634979,2458.702858,
16 10 2018 15:00,1914.619995,9.042042732,39.79957962,2171.128805,
16 10 2018 15:10,1618.213989,8.489023209,38.5373497,1821.228995,
16 10 2018 15:20,1717.020996,8.70705986,36.42313004,1957.128099,
16 10 2018 15:30,2075.689941,9.325323105,36.21654129,2355.463857,
16 10 2018 15:40,2158.418945,9.47565937,39.84590912,2454.007729,
16 10 2018 15:50,2405.656006,9.839256287,40.91601181,2688.036873,
16 10 2018 16:00,2101.327881,9.225278854,44.43357849,2290.112695,
16 10 2018 16:10,2070.695068,9.191351891,38.6055603,2268.005775,
16 10 2018 16:20,2163.5271,9.325117111,41.18278885,2355.329078,
16 10 2018 16:30,2056.075928,9.124009132,40.18162918,2224.222093,
16 10 2018 16:40,2161.291992,9.413060188,44.76519012,2412.935881,
16 10 2018 16:50,1547.899048,8.268825531,41.34832001,1687.493085,
16 10 2018 17:00,2195.98999,9.304274559,39.43774033,2341.696377,
16 10 2018 17:10,1874.133057,8.69582653,39.46757889,1950.052605,
16 10 2018 17:20,1951.688965,8.985263824,41.35366821,2134.495428,
16 10 2018 17:30,1569.369995,8.196483612,47.16355896,1644.441653,
16 10 2018 17:40,1258.165039,7.559749126,47.95055008,1288.871469,
16 10 2018 17:50,1339.927002,7.810301781,46.84408951,1423.308149,
16 10 2018 18:00,1583.511963,8.306471825,45.66376114,1710.078017,
16 10 2018 18:10,1892.159058,8.794662476,46.21691132,2012.553309,
16 10 2018 18:20,2019.194946,9.12681675,47.72499847,2226.044729,
16 10 2018 18:30,2228.521973,9.759277344,46.7188797,2633.110957,
16 10 2018 18:40,2277.36499,9.878065109,47.35319901,2713.925708,
16 10 2018 18:50,2444.408936,10.13747025,45.01734924,2874.657351,
16 10 2018 19:00,2510.5979,10.24112988,47.32786179,2933.143075,
16 10 2018 19:10,3020.48291,11.58417034,49.40929031,3441.930044,
16 10 2018 19:20,3159.894043,11.92967033,50.36481094,3510.587748,
16 10 2018 19:30,3231.832031,12.01255989,49.45975113,3523.889573,
16 10 2018 19:40,3374.2229,12.42518997,50.84527969,3573.109761,
16 10 2018 19:50,3262.393066,12.05879974,53.36817932,3530.798838,
16 10 2018 20:00,2864.696045,10.91267967,52.68729019,3240.732781,
16 10 2018 20:10,3015.687988,11.20168018,52.73891068,3339.096495,
16 10 2018 20:20,2898.349121,11.12143993,54.98112106,3313.654411,
16 10 2018 20:30,2976.636963,11.15719986,52.66358948,3325.165925,
16 10 2018 20:40,2480.316895,10.21500969,54.32564926,2918.704046,
16 10 2018 20:50,2156.24707,9.583006859,52.43592072,2504.343575,
16 10 2018 21:00,1946.040039,9.264812469,49.68180084,2315.909904,
16 10 2018 21:10,2239.614014,9.74907589,50.29301071,2625.950676,
16 10 2018 21:20,2165.342041,9.444367409,51.32682037,2433.471146,
16 10 2018 21:30,2017.512939,9.259163857,49.91859055,2312.221667,
16 10 2018 21:40,1902.521973,9.051977158,50.70286942,2177.551126,
16 10 2018 21:50,2338.344971,9.874194145,49.91310883,2711.365566,
16 10 2018 22:00,2781.035889,10.67529011,50.25574112,3145.331018,
16 10 2018 22:10,2940.352051,11.15822029,52.72932053,3325.490313,
16 10 2018 22:20,3305.887939,12.18572044,55.79047012,3547.92179,
16 10 2018 22:30,3506.160889,12.59920979,60.08795166,3585.800243,
16 10 2018 22:40,3308.437012,12.07828999,63.36996078,3533.602809,
16 10 2018 22:50,3133.275879,11.68535995,68.07440186,3464.311364,
16 10 2018 23:00,3011.352051,11.55370998,77.18945313,3434.810975,
16 10 2018 23:10,2720.186035,10.80134964,72.05615234,3197.701098,
16 10 2018 23:20,2138.844971,9.648219109,70.62014771,2553.243088,
16 10 2018 23:30,1883.162964,9.308480263,70.83364105,2344.446545,
16 10 2018 23:40,1576.345947,8.496481895,71.31526947,1825.824569,
16 10 2018 23:50,1741.901978,9.036652565,75.30317688,2167.645753,
17 10 2018 00:00,917.1751709,7.339613914,77.27693176,1176.508474,
17 10 2018 00:10,531.1030884,6.230062962,77.37210083,704.3910424,
17 10 2018 00:20,200.892395,4.238084793,79.5319519,168.5232879,
17 10 2018 00:30,163.8489075,3.953974962,86.15335846,119.3326571,
17 10 2018 00:40,350.27771,5.052320004,79.00846863,348.9576745,
17 10 2018 00:50,309.9885864,4.938088894,75.37867737,320.9344875,
17 10 2018 01:00,151.3105011,3.867571115,94.61366272,103.9766469,
17 10 2018 01:10,424.4147034,5.541443825,119.5384979,481.0013448,
17 10 2018 01:20,202.8184052,4.727615833,128.2310028,271.7954649,
17 10 2018 01:30,67.89871216,3.985074997,130.2514954,125.1522199,
17 10 2018 01:40,0.3156011999,2.346671104,119.8240967,0,
17 10 2018 01:50,0,2.437902927,59.76094055,0,
17 10 2018 02:00,0,3.214406013,48.49304962,26.53858752,
17 10 2018 02:10,205.4586029,4.987186909,46.81187057,332.8580764,
17 10 2018 02:20,549.7529297,6.163105965,49.60705185,680.4083729,
17 10 2018 02:30,767.4160767,6.721196175,50.9777298,895.2708087,
17 10 2018 02:40,1033.660034,7.406196117,57.1877594,1209.866757,
17 10 2018 02:50,1203.277954,7.795917034,61.42481995,1415.382982,
17 10 2018 03:00,1038.659058,7.392545223,64.48999023,1202.97437,
17 10 2018 03:10,1331.58606,7.968352795,62.89237976,1511.926024,
17 10 2018 03:20,1830.66394,9.075263023,59.77724838,2192.618846,
17 10 2018 03:30,1773.904053,8.896812439,59.80133057,2077.694507,
17 10 2018 03:40,1745.746948,8.628474236,58.86880112,1907.790222,
17 10 2018 03:50,2169.63208,9.637507439,60.90616989,2545.313878,
17 10 2018 04:00,2104.018066,9.538169861,62.27754974,2469.843331,
17 10 2018 04:10,1741.581055,8.800833702,65.32840729,2016.473656,
17 10 2018 04:20,2189.822021,9.759293556,64.82486725,2633.122308,
17 10 2018 04:30,2017.551025,9.384116173,64.35018158,2393.962492,
17 10 2018 04:40,1866.152954,8.885828018,65.32010651,2070.66518,
17 10 2018 04:50,1964.012939,9.141077042,65.78465271,2235.306009,
17 10 2018 05:00,2307.558105,9.958870888,66.68084717,2766.262772,
17 10 2018 05:10,2386.280029,9.993166924,70.25862885,2787.846061,
17 10 2018 05:20,3035.230957,11.54156971,68.21885681,3431.923682,
17 10 2018 05:30,3403.4021,12.36740017,67.40219116,3567.86357,
17 10 2018 05:40,3194.947021,11.82575035,65.18683624,3492.21546,
17 10 2018 05:50,2952.409912,11.46189022,65.42739868,3412.259147,
17 10 2018 06:00,2981.878906,11.33570004,64.91998291,3378.523915,
17 10 2018 06:10,2015.067993,9.686019897,63.25775146,2580.90478,
17 10 2018 06:20,1488.166016,8.373669624,58.92440033,1750.686664,
17 10 2018 06:30,1608.727051,8.43772316,60.49319839,1789.732116,
17 10 2018 06:40,1559.235962,8.370786667,61.95837021,1748.936886,
17 10 2018 06:50,1293.879028,7.865470886,62.35084915,1453.924308,
17 10 2018 07:00,1108.80896,7.425992012,62.05018997,1219.911093,
17 10 2018 07:10,1549.887939,8.23972702,63.75730896,1670.120287,
17 10 2018 07:20,2025.130005,9.274189949,64.13215637,2322.034506,
17 10 2018 07:30,1940.176025,9.023097038,63.16447067,2158.891217,
17 10 2018 07:40,2258.781006,9.639868736,63.17868042,2547.065263,
17 10 2018 07:50,1856.421021,8.792188644,63.78321075,2010.982346,
17 10 2018 08:00,1594.771973,8.39678669,60.62329102,1764.741242,
17 10 2018 08:10,1594.73999,8.393427849,59.94709015,1762.696526,
17 10 2018 08:20,1748.217041,8.68072319,62.65116882,1940.551365,
17 10 2018 08:30,1656.56604,8.529466629,62.27610016,1846.195501,
17 10 2018 08:40,1348.394043,7.916584969,63.36341858,1482.596245,
17 10 2018 08:50,1410.93103,7.993844986,60.34558868,1526.473941,
17 10 2018 09:00,1558.005005,8.205982208,59.87792969,1650.067601,
17 10 2018 09:10,1337.250977,7.857312202,61.24235916,1449.374782,
17 10 2018 09:20,1229.72998,7.649703979,60.98826981,1336.235423,
17 10 2018 09:30,1302.376953,7.840655804,63.50027084,1440.110095,
17 10 2018 09:40,1123.578003,7.430743217,60.92184067,1222.330565,
17 10 2018 09:50,1071.005981,7.277225018,57.79547119,1145.833696,
17 10 2018 10:00,856.3181763,6.756894112,56.00944138,910.2060689,
17 10 2018 10:10,818.0632935,6.7385149,57.79201889,902.4979516,
17 10 2018 10:20,545.4458008,6.013308048,53.89210129,628.4900259,
17 10 2018 10:30,573.6506958,5.960652828,48.48598099,611.7977523,
17 10 2018 10:40,579.1442871,6.001646996,48.47579956,624.5490475,
17 10 2018 10:50,709.0178223,6.353654861,44.40739822,749.9254048,
17 10 2018 11:00,1044.890991,7.128867149,44.91944122,1075.070849,
17 10 2018 11:10,884.5717163,6.837645054,42.86093903,944.54643,
17 10 2018 11:20,912.9744263,6.848248005,41.90618134,949.1134259,
17 10 2018 11:30,831.5875854,6.656917095,37.51050949,868.7515709,
17 10 2018 11:40,782.0172729,6.50977993,37.75883102,809.8217467,
17 10 2018 11:50,907.1386719,7.020471096,38.87805939,1025.230809,
17 10 2018 12:00,874.5701904,6.821712017,44.40007019,937.7090714,
17 10 2018 12:10,847.9296265,6.750383854,47.91688919,907.4711727,
17 10 2018 12:20,773.307373,6.569886208,45.51293182,833.5999727,
17 10 2018 12:30,963.3764038,7.02205801,43.85103989,1025.949481,
17 10 2018 12:40,991.0371704,7.097238064,37.84587097,1060.369142,
17 10 2018 12:50,1437.456055,8.129665375,40.1833992,1605.101934,
17 10 2018 13:00,1251.655029,7.724716187,40.70103073,1376.515783,
17 10 2018 13:10,965.6035767,7.059943199,39.44918823,1043.202801,
17 10 2018 13:20,966.5783081,7.101941109,36.94165039,1062.546829,
17 10 2018 13:30,894.6525269,6.971466064,38.84994125,1003.195405,
17 10 2018 13:40,1079.833008,7.37882185,41.15565872,1196.073182,
17 10 2018 13:50,1229.426025,7.536774158,44.30200958,1276.944069,
17 10 2018 14:00,1356.665039,7.937872887,41.66838074,1494.622243,
17 10 2018 14:10,1637.597046,8.365169525,39.79056931,1745.529544,
17 10 2018 14:20,1602.147949,8.30415535,42.79150009,1708.684819,
17 10 2018 14:30,1686.829956,8.405778885,48.32921982,1770.219655,
17 10 2018 14:40,2136.070068,8.905427933,44.65813065,2083.211811,
17 10 2018 14:50,2099.978027,9.008318901,48.04919815,2149.355156,
17 10 2018 15:00,2029.590942,8.861598969,46.79801178,2055.180439,
17 10 2018 15:10,1768.984985,8.431821823,49.00894165,1786.121512,
17 10 2018 15:20,1935.100952,8.405569077,46.08757019,1770.091759,
17 10 2018 15:30,1976.860962,8.78247261,45.00910187,2004.815511,
17 10 2018 15:40,1647.479004,8.178554535,48.56663895,1633.844918,
17 10 2018 15:50,1728.380981,8.599440575,47.40581894,1889.660207,
17 10 2018 16:00,1614.374023,8.317830086,46.67039871,1716.915756,
17 10 2018 16:10,1033.097046,6.989944935,47.42670822,1011.468793,
17 10 2018 16:20,1033.20105,7.030332088,49.16825104,1029.70182,
17 10 2018 16:30,1459.380005,8.014489174,53.9833107,1538.304958,
17 10 2018 16:40,1718.709961,8.658202171,55.90105057,1926.40947,
17 10 2018 16:50,1534.944946,8.182858467,54.40161896,1636.385998,
17 10 2018 17:00,952.682312,7.056013107,52.65793991,1041.404382,
17 10 2018 17:10,1172.188965,7.48537302,51.39781952,1250.395603,
17 10 2018 17:20,910.1721191,6.929207802,51.71141815,984.4364465,
17 10 2018 17:30,1312.870972,7.872776985,56.34106827,1458.00477,
17 10 2018 17:40,1239.827026,7.741178989,61.0789299,1385.448561,
17 10 2018 17:50,819.1516113,6.712211132,56.70851135,891.5351193,
17 10 2018 18:00,863.0665283,6.839328766,61.51176071,945.2707473,
17 10 2018 18:10,678.9702148,6.392285824,62.30450058,764.4972761,
17 10 2018 18:20,546.4979248,5.993372917,58.72674942,622.7654083,
17 10 2018 18:30,503.5107117,5.789204121,54.44284058,556.1711217,
17 10 2018 18:40,556.1193848,6.11998415,57.46224976,665.2170234,
17 10 2018 18:50,683.8963013,6.482382774,63.65744019,799.116922,
17 10 2018 19:00,543.2175293,6.007171154,69.58821869,626.4141831,
17 10 2018 19:10,569.7860718,6.053182125,71.95652771,642.075762,
17 10 2018 19:20,1075.879028,7.322559834,69.99043274,1168.068152,
17 10 2018 19:30,1025.828003,7.180346012,69.32089233,1099.28444,
17 10 2018 19:40,1071.926025,7.293710232,70.10764313,1153.885044,
17 10 2018 19:50,1013.163025,7.213026047,70.68784332,1114.842009,
17 10 2018 20:00,511.5274048,5.834318161,68.69554138,570.5132579,
17 10 2018 20:10,409.0231018,5.575572968,67.9442215,491.0048368,
17 10 2018 20:20,423.1051941,5.587051868,72.64391327,494.3940363,
17 10 2018 20:30,622.5482788,6.32764101,63.44522095,740.2041518,
17 10 2018 20:40,598.1248169,6.227404118,64.49057007,703.4295332,
17 10 2018 20:50,401.8345032,5.279842854,66.62654114,407.840504,
17 10 2018 21:00,356.9094849,5.326916218,72.20915985,420.5597169,
17 10 2018 21:10,469.8934021,5.842318058,71.34184265,573.0782281,
17 10 2018 21:20,546.2078247,6.053851128,64.63163757,642.3051513,
17 10 2018 21:30,396.8833923,5.560709,63.30516052,486.634659,
17 10 2018 21:40,771.2780762,6.695003986,58.87599182,884.4071415,
17 10 2018 21:50,663.8809204,6.360537052,61.07703018,752.5095299,
17 10 2018 22:00,703.0584717,6.470419884,58.82073975,794.4687663,
17 10 2018 22:10,949.9785156,7.058122158,58.34292984,1042.36924,
17 10 2018 22:20,1169.104004,7.600461006,65.0394516,1310.177809,
17 10 2018 22:30,1379.362061,7.900473118,65.88783264,1473.527227,
17 10 2018 22:40,1058.105957,7.30901289,70.79467773,1161.393365,
17 10 2018 22:50,840.0551758,6.793682098,70.02957153,925.7543683,
17 10 2018 23:00,766.0446777,6.65670681,72.36044312,868.6655968,
17 10 2018 23:10,732.8635254,6.512153149,72.94187927,810.752951,
17 10 2018 23:20,798.8709717,6.815684795,73.36373901,935.1305484,
17 10 2018 23:30,679.078125,6.450551987,71.35929871,786.7840413,
17 10 2018 23:40,519.7833862,6.100578785,70.99445343,658.4455692,
17 10 2018 23:50,457.2531128,5.742692947,65.50486755,541.6005524,
18 10 2018 00:00,499.3905029,5.897909164,64.2804718,591.0850278,
18 10 2018 00:10,516.9586182,5.988924026,63.94723129,621.2674024,
18 10 2018 00:20,530.4290771,6.075747013,62.46519089,649.8392665,
18 10 2018 00:30,410.7309875,5.647634983,58.33687973,512.4895398,
18 10 2018 00:40,563.8452148,6.186305046,56.92855835,688.6634483,
18 10 2018 00:50,473.7654114,5.802584171,57.70785141,560.4031238,
18 10 2018 01:00,381.0845032,5.439767838,62.5464592,451.8387692,
18 10 2018 01:10,381.540802,5.492642879,64.94273376,466.8859811,
18 10 2018 01:20,506.2981873,6.02230978,63.36235046,631.5422052,
18 10 2018 01:30,400.6530151,5.535665989,61.9233017,479.318615,
18 10 2018 01:40,245.7626038,4.681494236,78.46021271,261.4359998,
18 10 2018 01:50,556.1159058,6.202787876,63.84751129,694.5636567,
18 10 2018 02:00,45.90655899,3.529213905,122.0576019,55.34023358,
18 10 2018 02:10,33.17921066,3.346357107,133.1239929,36.68048708,
18 10 2018 02:20,5.808886051,2.810219049,161.607605,0,
18 10 2018 02:30,0,2.558701992,106.5330963,0,
18 10 2018 02:40,0,3.137710094,67.62785339,21.92384863,
18 10 2018 02:50,204.9042969,4.909478188,65.63146973,314.0688259,
18 10 2018 03:00,634.321106,6.527863979,58.85469055,816.9333888,
18 10 2018 03:10,834.859314,6.948785782,66.78547668,993.0996304,
18 10 2018 03:20,1184.321045,7.682579041,72.40744781,1353.802839,
18 10 2018 03:30,941.1665039,7.317673206,75.56302643,1165.657403,
18 10 2018 03:40,1769.687012,8.850421906,71.53179932,2048.046812,
18 10 2018 03:50,1724.876953,8.642444611,71.12203979,1916.533252,
18 10 2018 04:00,809.414978,6.417887211,80.29611969,774.2439763,
18 10 2018 04:10,145.1360931,3.638451099,96.24368286,69.04001969,
18 10 2018 04:20,100.1889038,3.499074936,97.4235611,51.89646128,
18 10 2018 04:30,19.86508942,3.220798016,109.6626968,26.96567759,
18 10 2018 04:40,62.89838028,3.52037096,91.37290192,54.31474563,
18 10 2018 04:50,84.06967926,3.460005999,84.77851868,47.64863346,
